"900";"3450000";"3549999";"+02:00"
"900";"5610000";"5709999";"+02:00"
"900";"0000000";"0099999";"+03:00"
"900";"0100000";"0199999";"+03:00"
"900";"1100000";"1199999";"+03:00"
"900";"1200000";"1399999";"+03:00"
"900";"1900000";"1909999";"+03:00"
"900";"1910000";"1919999";"+03:00"
"900";"1920000";"1929999";"+03:00"
"900";"1930000";"1939999";"+03:00"
"900";"1940000";"1949999";"+03:00"
"900";"1950000";"1959999";"+03:00"
"900";"1960000";"1969999";"+03:00"
"900";"2170000";"2187999";"+03:00"
"900";"2190000";"2289999";"+03:00"
"900";"2290000";"2989999";"+03:00"
"900";"2990000";"2999999";"+03:00"
"900";"3000000";"3099999";"+03:00"
"900";"3150000";"3199999";"+03:00"
"900";"3200000";"3299999";"+03:00"
"900";"3300000";"3349999";"+03:00"
"900";"3350000";"3359999";"+03:00"
"900";"3550000";"3749999";"+03:00"
"900";"4450000";"4459999";"+03:00"
"900";"4550000";"4649999";"+03:00"
"900";"4665000";"4714999";"+03:00"
"900";"4715000";"4734999";"+03:00"
"900";"4735000";"4834999";"+03:00"
"900";"4835000";"4884999";"+03:00"
"900";"4900000";"4999999";"+03:00"
"900";"5000000";"5099999";"+03:00"
"900";"5100000";"5199999";"+03:00"
"900";"5200000";"5299999";"+03:00"
"900";"5300000";"5399999";"+03:00"
"900";"5400000";"5449999";"+03:00"
"900";"5450000";"5549999";"+03:00"
"900";"5560000";"5609999";"+03:00"
"900";"5710000";"5809999";"+03:00"
"900";"5810000";"5909999";"+03:00"
"900";"5910000";"6009999";"+03:00"
"900";"6010000";"6109999";"+03:00"
"900";"6900000";"6999999";"+03:00"
"900";"7900000";"7999999";"+03:00"
"900";"9010000";"9109999";"+03:00"
"900";"9240000";"9339999";"+03:00"
"900";"9340000";"9439999";"+03:00"
"900";"9440000";"9639999";"+03:00"
"900";"9640000";"9739999";"+03:00"
"900";"9740000";"9839999";"+03:00"
"900";"9840000";"9849999";"+03:00"
"900";"9850000";"9899999";"+03:00"
"900";"9900000";"9999999";"+03:00"
"900";"4650000";"4650999";"+03:00"
"900";"5550000";"5559999";"+03:00"
"900";"6110000";"6199999";"+03:00"
"900";"6200000";"6599999";"+03:00"
"900";"7000000";"7499999";"+03:00"
"900";"9000000";"9009999";"+03:00"
"900";"9110000";"9209999";"+03:00"
"900";"3100000";"3149999";"+04:00"
"900";"4460000";"4549999";"+04:00"
"900";"4655000";"4664999";"+04:00"
"900";"0200000";"0299999";"+05:00"
"900";"0300000";"0499999";"+05:00"
"900";"0600000";"0699999";"+05:00"
"900";"0700000";"0999999";"+05:00"
"900";"1970000";"2169999";"+05:00"
"900";"3750000";"3849999";"+05:00"
"900";"3850000";"3949999";"+05:00"
"900";"3950000";"4049999";"+05:00"
"900";"6700000";"6799999";"+06:00"
"900";"0500000";"0599999";"+07:00"
"900";"1000000";"1099999";"+07:00"
"900";"9210000";"9239999";"+07:00"
"900";"3360000";"3449999";"+10:00"
"900";"4150000";"4249999";"+10:00"
"900";"4050000";"4149999";"+11:00"
"900";"4250000";"4349999";"+11:00"
"900";"4885000";"4894999";"+11:00"
"900";"6600000";"6699999";"+11:00"
"900";"4350000";"4449999";"+12:00"
"900";"6800000";"6899999";"+12:00"
"901";"3900000";"3909999";"+02:00"
"901";"9630000";"9639999";"+02:00"
"901";"0000000";"0009999";"+03:00"
"901";"0010000";"0019999";"+03:00"
"901";"0020000";"0079999";"+03:00"
"901";"0080000";"0099999";"+03:00"
"901";"0100000";"0129999";"+03:00"
"901";"0130000";"0134999";"+03:00"
"901";"0135000";"0135049";"+03:00"
"901";"0135050";"0135099";"+03:00"
"901";"0135100";"0135299";"+03:00"
"901";"0135800";"0135899";"+03:00"
"901";"0136200";"0136299";"+03:00"
"901";"0136400";"0136499";"+03:00"
"901";"0136500";"0136599";"+03:00"
"901";"0137000";"0137099";"+03:00"
"901";"0140000";"0169999";"+03:00"
"901";"0200000";"0209999";"+03:00"
"901";"0920000";"0929999";"+03:00"
"901";"0930000";"0939999";"+03:00"
"901";"0940000";"0949999";"+03:00"
"901";"1000000";"1019999";"+03:00"
"901";"1020000";"1029999";"+03:00"
"901";"1030000";"1059999";"+03:00"
"901";"1060000";"1069999";"+03:00"
"901";"1070000";"1079999";"+03:00"
"901";"1100000";"1109999";"+03:00"
"901";"1170000";"1239999";"+03:00"
"901";"1240000";"1249999";"+03:00"
"901";"1250000";"1269999";"+03:00"
"901";"1270000";"1279999";"+03:00"
"901";"1280000";"1289999";"+03:00"
"901";"1300000";"1309999";"+03:00"
"901";"1310000";"1314999";"+03:00"
"901";"1315000";"1315099";"+03:00"
"901";"1315100";"1315199";"+03:00"
"901";"1315200";"1315299";"+03:00"
"901";"1315300";"1315399";"+03:00"
"901";"1315500";"1315599";"+03:00"
"901";"1315700";"1315799";"+03:00"
"901";"1316000";"1316099";"+03:00"
"901";"1316200";"1316299";"+03:00"
"901";"1316300";"1316399";"+03:00"
"901";"1390000";"1399999";"+03:00"
"901";"1400000";"1419999";"+03:00"
"901";"1450000";"1459999";"+03:00"
"901";"1470000";"1474999";"+03:00"
"901";"1610000";"1619999";"+03:00"
"901";"1900000";"1909999";"+03:00"
"901";"1910000";"1919999";"+03:00"
"901";"1920000";"1929999";"+03:00"
"901";"1930000";"1939999";"+03:00"
"901";"1940000";"1949999";"+03:00"
"901";"1950000";"1959999";"+03:00"
"901";"1960000";"1979999";"+03:00"
"901";"1980000";"1989999";"+03:00"
"901";"1990000";"1999999";"+03:00"
"901";"2030000";"2049999";"+03:00"
"901";"2420000";"2439999";"+03:00"
"901";"2900000";"2909999";"+03:00"
"901";"2990000";"2999999";"+03:00"
"901";"4190000";"4199999";"+03:00"
"901";"4440000";"4449999";"+03:00"
"901";"4460000";"4469999";"+03:00"
"901";"4490000";"4499999";"+03:00"
"901";"4560000";"4569999";"+03:00"
"901";"4710000";"4719999";"+03:00"
"901";"4790000";"4799999";"+03:00"
"901";"4800000";"4809999";"+03:00"
"901";"4810000";"4819999";"+03:00"
"901";"4820000";"4829999";"+03:00"
"901";"4830000";"4839999";"+03:00"
"901";"4840000";"4849999";"+03:00"
"901";"4850000";"4859999";"+03:00"
"901";"4860000";"4869999";"+03:00"
"901";"4870000";"4889999";"+03:00"
"901";"4890000";"4919999";"+03:00"
"901";"4920000";"4939999";"+03:00"
"901";"4960000";"4969999";"+03:00"
"901";"4970000";"4979999";"+03:00"
"901";"6350000";"6359999";"+03:00"
"901";"8000000";"8009999";"+03:00"
"901";"8010000";"8019999";"+03:00"
"901";"8090000";"8099999";"+03:00"
"901";"8700000";"8709999";"+03:00"
"901";"8710000";"8719999";"+03:00"
"901";"8880000";"8889999";"+03:00"
"901";"9100000";"9109999";"+03:00"
"901";"9390000";"9399999";"+03:00"
"901";"9410000";"9419999";"+03:00"
"901";"9610000";"9619999";"+03:00"
"901";"9620000";"9624999";"+03:00"
"901";"9625000";"9626999";"+03:00"
"901";"9627000";"9629999";"+03:00"
"901";"9640000";"9649999";"+03:00"
"901";"9650000";"9659999";"+03:00"
"901";"9670000";"9674999";"+03:00"
"901";"9675000";"9676999";"+03:00"
"901";"9677000";"9679999";"+03:00"
"901";"9680000";"9689999";"+03:00"
"901";"9690000";"9694999";"+03:00"
"901";"9695000";"9696999";"+03:00"
"901";"9697000";"9699999";"+03:00"
"901";"9810000";"9819999";"+03:00"
"901";"9840000";"9849999";"+03:00"
"901";"9850000";"9859999";"+03:00"
"901";"9860000";"9869999";"+03:00"
"901";"9870000";"9879999";"+03:00"
"901";"9880000";"9889999";"+03:00"
"901";"9890000";"9899999";"+03:00"
"901";"9900000";"9909999";"+03:00"
"901";"9910000";"9919999";"+03:00"
"901";"9920000";"9929999";"+03:00"
"901";"9930000";"9939999";"+03:00"
"901";"9940000";"9949999";"+03:00"
"901";"9950000";"9959999";"+03:00"
"901";"9960000";"9969999";"+03:00"
"901";"9970000";"9979999";"+03:00"
"901";"9980000";"9989999";"+03:00"
"901";"9990000";"9999999";"+03:00"
"901";"1510000";"1519999";"+03:00"
"901";"1800000";"1899999";"+03:00"
"901";"2220000";"2229999";"+03:00"
"901";"2340000";"2349999";"+03:00"
"901";"3000000";"3299999";"+03:00"
"901";"3300000";"3699999";"+03:00"
"901";"3700000";"3799999";"+03:00"
"901";"3800000";"3899999";"+03:00"
"901";"3910000";"3999999";"+03:00"
"901";"4000000";"4099999";"+03:00"
"901";"4200000";"4299999";"+03:00"
"901";"4610000";"4619999";"+03:00"
"901";"4640000";"4649999";"+03:00"
